,state,model,benchmark,min,mean,max
0,AL,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.12157655249128217,-0.12157655249128217,-0.12157655249128217
1,AL,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.952582557154954,5.952582557154954,5.952582557154954
2,AL,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3802406518102844,0.3802406518102844,0.3802406518102844
3,AL,TriangleEdgeDeletionModel,DiameterBenchmark,23.0,23.0,23.0
4,AL,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
5,AL,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
6,AL,TriangleEdgeDeletionModel,RadiusBenchmark,17.0,17.0,17.0
7,AL,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.12157655249128217,-0.12157655249128217,-0.12157655249128217
8,AL,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.952582557154954,5.952582557154954,5.952582557154954
9,AL,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3802406518102844,0.3802406518102844,0.3802406518102844
10,AL,TriangleEdgeDeletionModel,DiameterBenchmark,23.0,23.0,23.0
11,AL,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
12,AL,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
13,AL,TriangleEdgeDeletionModel,RadiusBenchmark,17.0,17.0,17.0
14,AL,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.10158054990421364,-0.10158054990421364,-0.10158054990421364
15,AL,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.564775613886537,5.564775613886537,5.564775613886537
16,AL,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.35792400370713623,0.35792400370713623,0.35792400370713623
17,AL,TriangleEdgeDeletionModel,DiameterBenchmark,24.0,24.0,24.0
18,AL,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
19,AL,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,1.0,1.0,1.0
20,AL,TriangleEdgeDeletionModel,RadiusBenchmark,18.0,18.0,18.0
21,AL,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.10348146200368134,-0.10348146200368134,-0.10348146200368134
22,AL,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.564775613886537,5.564775613886537,5.564775613886537
23,AL,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3553311992120167,0.3553311992120167,0.3553311992120167
24,AL,TriangleEdgeDeletionModel,DiameterBenchmark,23.0,23.0,23.0
25,AL,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
26,AL,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
27,AL,TriangleEdgeDeletionModel,RadiusBenchmark,17.0,17.0,17.0
28,AK,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.17230685134488072,-0.17230685134488072,-0.17230685134488072
29,AK,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.7604790419161676,5.7604790419161676,5.7604790419161676
30,AK,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.39029363784665577,0.39029363784665577,0.39029363784665577
31,AK,TriangleEdgeDeletionModel,DiameterBenchmark,11.0,11.0,11.0
32,AK,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,10.0,10.0,10.0
33,AK,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
34,AK,TriangleEdgeDeletionModel,RadiusBenchmark,8.0,8.0,8.0
35,AK,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.17230685134488072,-0.17230685134488072,-0.17230685134488072
36,AK,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.7604790419161676,5.7604790419161676,5.7604790419161676
37,AK,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.39029363784665577,0.39029363784665577,0.39029363784665577
38,AK,TriangleEdgeDeletionModel,DiameterBenchmark,11.0,11.0,11.0
39,AK,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,10.0,10.0,10.0
40,AK,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
41,AK,TriangleEdgeDeletionModel,RadiusBenchmark,8.0,8.0,8.0
42,AK,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.14908024862225977,-0.14908024862225977,-0.14908024862225977
43,AK,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.377245508982036,5.377245508982036,5.377245508982036
44,AK,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3688409197559831,0.3688409197559831,0.3688409197559831
45,AK,TriangleEdgeDeletionModel,DiameterBenchmark,11.0,11.0,11.0
46,AK,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,10.0,10.0,10.0
47,AK,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
48,AK,TriangleEdgeDeletionModel,RadiusBenchmark,8.0,8.0,8.0
49,AK,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.11844311149737999,-0.11844311149737999,-0.11844311149737999
50,AK,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.377245508982036,5.377245508982036,5.377245508982036
51,AK,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.36291452592246615,0.36291452592246615,0.36291452592246615
52,AK,TriangleEdgeDeletionModel,DiameterBenchmark,11.0,11.0,11.0
53,AK,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,10.0,10.0,10.0
54,AK,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
55,AK,TriangleEdgeDeletionModel,RadiusBenchmark,8.0,8.0,8.0
56,AZ,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.12854111658114759,-0.12854111658114759,-0.12854111658114759
57,AZ,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.963302752293578,5.963302752293578,5.963302752293578
58,AZ,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.37941908713692946,0.37941908713692946,0.37941908713692946
59,AZ,TriangleEdgeDeletionModel,DiameterBenchmark,25.0,25.0,25.0
60,AZ,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,12.0,12.0,12.0
61,AZ,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
62,AZ,TriangleEdgeDeletionModel,RadiusBenchmark,20.0,20.0,20.0
63,AZ,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.12854111658114759,-0.12854111658114759,-0.12854111658114759
64,AZ,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.963302752293578,5.963302752293578,5.963302752293578
65,AZ,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.37941908713692946,0.37941908713692946,0.37941908713692946
66,AZ,TriangleEdgeDeletionModel,DiameterBenchmark,25.0,25.0,25.0
67,AZ,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,12.0,12.0,12.0
68,AZ,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
69,AZ,TriangleEdgeDeletionModel,RadiusBenchmark,20.0,20.0,20.0
70,AZ,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.09805965143296362,-0.09805965143296362,-0.09805965143296362
71,AZ,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.575360419397117,5.575360419397117,5.575360419397117
72,AZ,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3557920745034686,0.3557920745034686,0.3557920745034686
73,AZ,TriangleEdgeDeletionModel,DiameterBenchmark,26.0,26.0,26.0
74,AZ,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,12.0,12.0,12.0
75,AZ,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,1.0,1.0,1.0
76,AZ,TriangleEdgeDeletionModel,RadiusBenchmark,20.0,20.0,20.0
77,AZ,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.11161952307300775,-0.11161952307300775,-0.11161952307300775
78,AZ,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.575360419397117,5.575360419397117,5.575360419397117
79,AZ,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3540638055450057,0.3540638055450057,0.3540638055450057
80,AZ,TriangleEdgeDeletionModel,DiameterBenchmark,26.0,26.0,26.0
81,AZ,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,12.0,12.0,12.0
82,AZ,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
83,AZ,TriangleEdgeDeletionModel,RadiusBenchmark,20.0,20.0,20.0
84,AR,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.14486554085238368,-0.14486554085238368,-0.14486554085238368
85,AR,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.932944606413995,5.932944606413995,5.932944606413995
86,AR,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3820688361624308,0.3820688361624308,0.3820688361624308
87,AR,TriangleEdgeDeletionModel,DiameterBenchmark,19.0,19.0,19.0
88,AR,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,13.0,13.0,13.0
89,AR,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
90,AR,TriangleEdgeDeletionModel,RadiusBenchmark,14.0,14.0,14.0
91,AR,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.14486554085238368,-0.14486554085238368,-0.14486554085238368
92,AR,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.932944606413995,5.932944606413995,5.932944606413995
93,AR,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3820688361624308,0.3820688361624308,0.3820688361624308
94,AR,TriangleEdgeDeletionModel,DiameterBenchmark,19.0,19.0,19.0
95,AR,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,13.0,13.0,13.0
96,AR,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
97,AR,TriangleEdgeDeletionModel,RadiusBenchmark,14.0,14.0,14.0
98,AR,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.08589741834167042,-0.08589741834167042,-0.08589741834167042
99,AR,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.545189504373178,5.545189504373178,5.545189504373178
100,AR,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.35929298339582216,0.35929298339582216,0.35929298339582216
101,AR,TriangleEdgeDeletionModel,DiameterBenchmark,19.0,19.0,19.0
102,AR,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,12.0,12.0,12.0
103,AR,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,1.0,1.0,1.0
104,AR,TriangleEdgeDeletionModel,RadiusBenchmark,14.0,14.0,14.0
105,AR,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.11994695779242587,-0.11994695779242587,-0.11994695779242587
106,AR,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.545189504373178,5.545189504373178,5.545189504373178
107,AR,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.35707379954882373,0.35707379954882373,0.35707379954882373
108,AR,TriangleEdgeDeletionModel,DiameterBenchmark,19.0,19.0,19.0
109,AR,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,12.0,12.0,12.0
110,AR,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
111,AR,TriangleEdgeDeletionModel,RadiusBenchmark,14.0,14.0,14.0
112,CA,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.12759774375995592,-0.12759774375995592,-0.12759774375995592
113,CA,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.992553059451409,5.992553059451409,5.992553059451409
114,CA,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.37911238166651046,0.37911238166651046,0.37911238166651046
115,CA,TriangleEdgeDeletionModel,DiameterBenchmark,48.0,48.0,48.0
116,CA,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,14.0,14.0,14.0
117,CA,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
118,CA,TriangleEdgeDeletionModel,RadiusBenchmark,38.0,38.0,38.0
119,CA,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.12759774375995592,-0.12759774375995592,-0.12759774375995592
120,CA,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.992553059451409,5.992553059451409,5.992553059451409
121,CA,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.37911238166651046,0.37911238166651046,0.37911238166651046
122,CA,TriangleEdgeDeletionModel,DiameterBenchmark,48.0,48.0,48.0
123,CA,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,14.0,14.0,14.0
124,CA,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
125,CA,TriangleEdgeDeletionModel,RadiusBenchmark,38.0,38.0,38.0
126,CA,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.10915823858495585,-0.10915823858495585,-0.10915823858495585
127,CA,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.602829837408465,5.602829837408465,5.602829837408465
128,CA,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.35497359744820006,0.35497359744820006,0.35497359744820006
129,CA,TriangleEdgeDeletionModel,DiameterBenchmark,50.0,50.0,50.0
130,CA,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,14.0,14.0,14.0
131,CA,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,1.0,1.0,1.0
132,CA,TriangleEdgeDeletionModel,RadiusBenchmark,39.0,39.0,39.0
133,CA,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.10519572076382135,-0.10519572076382135,-0.10519572076382135
134,CA,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.602829837408465,5.602829837408465,5.602829837408465
135,CA,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3539836453818312,0.3539836453818312,0.3539836453818312
136,CA,TriangleEdgeDeletionModel,DiameterBenchmark,49.0,49.0,49.0
137,CA,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,14.0,14.0,14.0
138,CA,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,1.0,1.0,1.0
139,CA,TriangleEdgeDeletionModel,RadiusBenchmark,40.0,40.0,40.0
140,CO,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.12569609247457797,-0.12569609247457797,-0.12569609247457797
141,CO,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.958366693354684,5.958366693354684,5.958366693354684
142,CO,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3813144198387591,0.3813144198387591,0.3813144198387591
143,CO,TriangleEdgeDeletionModel,DiameterBenchmark,24.0,24.0,24.0
144,CO,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
145,CO,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
146,CO,TriangleEdgeDeletionModel,RadiusBenchmark,18.0,18.0,18.0
147,CO,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.12569609247457797,-0.12569609247457797,-0.12569609247457797
148,CO,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.958366693354684,5.958366693354684,5.958366693354684
149,CO,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3813144198387591,0.3813144198387591,0.3813144198387591
150,CO,TriangleEdgeDeletionModel,DiameterBenchmark,24.0,24.0,24.0
151,CO,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
152,CO,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
153,CO,TriangleEdgeDeletionModel,RadiusBenchmark,18.0,18.0,18.0
154,CO,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.10355572954876299,-0.10355572954876299,-0.10355572954876299
155,CO,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.570856685348279,5.570856685348279,5.570856685348279
156,CO,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.35636808957312804,0.35636808957312804,0.35636808957312804
157,CO,TriangleEdgeDeletionModel,DiameterBenchmark,24.0,24.0,24.0
158,CO,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,10.0,10.0,10.0
159,CO,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,1.0,1.0,1.0
160,CO,TriangleEdgeDeletionModel,RadiusBenchmark,19.0,19.0,19.0
161,CO,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.09084400754845309,-0.09084400754845309,-0.09084400754845309
162,CO,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.570856685348279,5.570856685348279,5.570856685348279
163,CO,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.35823508812886656,0.35823508812886656,0.35823508812886656
164,CO,TriangleEdgeDeletionModel,DiameterBenchmark,25.0,25.0,25.0
165,CO,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
166,CO,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
167,CO,TriangleEdgeDeletionModel,RadiusBenchmark,19.0,19.0,19.0
168,CT,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.13457136685828966,-0.13457136685828966,-0.13457136685828966
169,CT,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.937575030012005,5.937575030012005,5.937575030012005
170,CT,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.38062629837654843,0.38062629837654843,0.38062629837654843
171,CT,TriangleEdgeDeletionModel,DiameterBenchmark,20.0,20.0,20.0
172,CT,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,13.0,13.0,13.0
173,CT,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
174,CT,TriangleEdgeDeletionModel,RadiusBenchmark,16.0,16.0,16.0
175,CT,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.13457136685828966,-0.13457136685828966,-0.13457136685828966
176,CT,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.937575030012005,5.937575030012005,5.937575030012005
177,CT,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.38062629837654843,0.38062629837654843,0.38062629837654843
178,CT,TriangleEdgeDeletionModel,DiameterBenchmark,20.0,20.0,20.0
179,CT,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,13.0,13.0,13.0
180,CT,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
181,CT,TriangleEdgeDeletionModel,RadiusBenchmark,16.0,16.0,16.0
182,CT,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.12644893382243969,-0.12644893382243969,-0.12644893382243969
183,CT,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.551020408163265,5.551020408163265,5.551020408163265
184,CT,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3555379328575205,0.3555379328575205,0.3555379328575205
185,CT,TriangleEdgeDeletionModel,DiameterBenchmark,21.0,21.0,21.0
186,CT,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,13.0,13.0,13.0
187,CT,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
188,CT,TriangleEdgeDeletionModel,RadiusBenchmark,16.0,16.0,16.0
189,CT,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.12881056503432406,-0.12881056503432406,-0.12881056503432406
190,CT,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.551020408163265,5.551020408163265,5.551020408163265
191,CT,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3574569117129793,0.3574569117129793,0.3574569117129793
192,CT,TriangleEdgeDeletionModel,DiameterBenchmark,21.0,21.0,21.0
193,CT,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,13.0,13.0,13.0
194,CT,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
195,CT,TriangleEdgeDeletionModel,RadiusBenchmark,16.0,16.0,16.0
196,DE,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.10828177353325454,-0.10828177353325454,-0.10828177353325454
197,DE,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.81651376146789,5.81651376146789,5.81651376146789
198,DE,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.38940520446096655,0.38940520446096655,0.38940520446096655
199,DE,TriangleEdgeDeletionModel,DiameterBenchmark,12.0,12.0,12.0
200,DE,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,10.0,10.0,10.0
201,DE,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
202,DE,TriangleEdgeDeletionModel,RadiusBenchmark,9.0,9.0,9.0
203,DE,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.10828177353325454,-0.10828177353325454,-0.10828177353325454
204,DE,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.81651376146789,5.81651376146789,5.81651376146789
205,DE,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.38940520446096655,0.38940520446096655,0.38940520446096655
206,DE,TriangleEdgeDeletionModel,DiameterBenchmark,12.0,12.0,12.0
207,DE,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,10.0,10.0,10.0
208,DE,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
209,DE,TriangleEdgeDeletionModel,RadiusBenchmark,9.0,9.0,9.0
210,DE,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.0978236757648742,-0.0978236757648742,-0.0978236757648742
211,DE,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.431192660550459,5.431192660550459,5.431192660550459
212,DE,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3610223642172524,0.3610223642172524,0.3610223642172524
213,DE,TriangleEdgeDeletionModel,DiameterBenchmark,12.0,12.0,12.0
214,DE,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,10.0,10.0,10.0
215,DE,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
216,DE,TriangleEdgeDeletionModel,RadiusBenchmark,9.0,9.0,9.0
217,DE,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.10240243585459348,-0.10240243585459348,-0.10240243585459348
218,DE,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.431192660550459,5.431192660550459,5.431192660550459
219,DE,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.36295503211991437,0.36295503211991437,0.36295503211991437
220,DE,TriangleEdgeDeletionModel,DiameterBenchmark,13.0,13.0,13.0
221,DE,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,9.0,9.0,9.0
222,DE,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
223,DE,TriangleEdgeDeletionModel,RadiusBenchmark,9.0,9.0,9.0
224,FL,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.13473583007552692,-0.13473583007552692,-0.13473583007552692
225,FL,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.984923439340401,5.984923439340401,5.984923439340401
226,FL,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3797383677716664,0.3797383677716664,0.3797383677716664
227,FL,TriangleEdgeDeletionModel,DiameterBenchmark,39.0,39.0,39.0
228,FL,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,12.0,12.0,12.0
229,FL,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
230,FL,TriangleEdgeDeletionModel,RadiusBenchmark,30.0,30.0,30.0
231,FL,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.13473583007552692,-0.13473583007552692,-0.13473583007552692
232,FL,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.984923439340401,5.984923439340401,5.984923439340401
233,FL,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3797383677716664,0.3797383677716664,0.3797383677716664
234,FL,TriangleEdgeDeletionModel,DiameterBenchmark,39.0,39.0,39.0
235,FL,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,12.0,12.0,12.0
236,FL,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
237,FL,TriangleEdgeDeletionModel,RadiusBenchmark,30.0,30.0,30.0
238,FL,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.10974489979673101,-0.10974489979673101,-0.10974489979673101
239,FL,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.595759717314488,5.595759717314488,5.595759717314488
240,FL,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3552362794498162,0.3552362794498162,0.3552362794498162
241,FL,TriangleEdgeDeletionModel,DiameterBenchmark,40.0,40.0,40.0
242,FL,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
243,FL,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
244,FL,TriangleEdgeDeletionModel,RadiusBenchmark,31.0,31.0,31.0
245,FL,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.11668238949868204,-0.11668238949868204,-0.11668238949868204
246,FL,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.595759717314488,5.595759717314488,5.595759717314488
247,FL,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3547101326367923,0.3547101326367923,0.3547101326367923
248,FL,TriangleEdgeDeletionModel,DiameterBenchmark,40.0,40.0,40.0
249,FL,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
250,FL,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
251,FL,TriangleEdgeDeletionModel,RadiusBenchmark,31.0,31.0,31.0
252,GA,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.13129923827969417,-0.13129923827969417,-0.13129923827969417
253,GA,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.962417470797359,5.962417470797359,5.962417470797359
254,GA,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.379763977558522,0.379763977558522,0.379763977558522
255,GA,TriangleEdgeDeletionModel,DiameterBenchmark,29.0,29.0,29.0
256,GA,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
257,GA,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
258,GA,TriangleEdgeDeletionModel,RadiusBenchmark,21.0,21.0,21.0
259,GA,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.13129923827969417,-0.13129923827969417,-0.13129923827969417
260,GA,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.962417470797359,5.962417470797359,5.962417470797359
261,GA,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.379763977558522,0.379763977558522,0.379763977558522
262,GA,TriangleEdgeDeletionModel,DiameterBenchmark,29.0,29.0,29.0
263,GA,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
264,GA,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
265,GA,TriangleEdgeDeletionModel,RadiusBenchmark,21.0,21.0,21.0
266,GA,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.11103178636283507,-0.11103178636283507,-0.11103178636283507
267,GA,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.574403250380904,5.574403250380904,5.574403250380904
268,GA,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3551191835832443,0.3551191835832443,0.3551191835832443
269,GA,TriangleEdgeDeletionModel,DiameterBenchmark,30.0,30.0,30.0
270,GA,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
271,GA,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
