,state,model,benchmark,min,mean,max
1360,WI,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.35692864529472595,0.35692864529472595,0.35692864529472595
1361,WI,TriangleEdgeDeletionModel,DiameterBenchmark,25.0,25.0,25.0
1362,WI,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
1363,WI,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,1.0,1.0,1.0
1364,WI,TriangleEdgeDeletionModel,RadiusBenchmark,19.0,19.0,19.0
1365,WI,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.09314514819705959,-0.09314514819705959,-0.09314514819705959
1366,WI,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.57416607523066,5.57416607523066,5.57416607523066
1367,WI,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.35602932066900683,0.35602932066900683,0.35602932066900683
1368,WI,TriangleEdgeDeletionModel,DiameterBenchmark,25.0,25.0,25.0
1369,WI,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
1370,WI,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
1371,WI,TriangleEdgeDeletionModel,RadiusBenchmark,20.0,20.0,20.0
1372,WY,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.1821094377966861,-0.1821094377966861,-0.1821094377966861
1373,WY,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.712121212121212,5.712121212121212,5.712121212121212
1374,WY,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.39308176100628933,0.39308176100628933,0.39308176100628933
1375,WY,TriangleEdgeDeletionModel,DiameterBenchmark,10.0,10.0,10.0
1376,WY,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,10.0,10.0,10.0
1377,WY,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
1378,WY,TriangleEdgeDeletionModel,RadiusBenchmark,7.0,7.0,7.0
1379,WY,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.1821094377966861,-0.1821094377966861,-0.1821094377966861
1380,WY,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.712121212121212,5.712121212121212,5.712121212121212
1381,WY,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.39308176100628933,0.39308176100628933,0.39308176100628933
1382,WY,TriangleEdgeDeletionModel,DiameterBenchmark,10.0,10.0,10.0
1383,WY,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,10.0,10.0,10.0
1384,WY,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
1385,WY,TriangleEdgeDeletionModel,RadiusBenchmark,7.0,7.0,7.0
1386,WY,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.16291398694832085,-0.16291398694832085,-0.16291398694832085
1387,WY,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.333333333333333,5.333333333333333,5.333333333333333
1388,WY,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.36259771497294047,0.36259771497294047,0.36259771497294047
1389,WY,TriangleEdgeDeletionModel,DiameterBenchmark,10.0,10.0,10.0
1390,WY,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,9.0,9.0,9.0
1391,WY,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
1392,WY,TriangleEdgeDeletionModel,RadiusBenchmark,7.0,7.0,7.0
1393,WY,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.23961313878063673,-0.23961313878063673,-0.23961313878063673
1394,WY,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.333333333333333,5.333333333333333,5.333333333333333
1395,WY,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.36800962116656644,0.36800962116656644,0.36800962116656644
1396,WY,TriangleEdgeDeletionModel,DiameterBenchmark,10.0,10.0,10.0
1397,WY,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,9.0,9.0,9.0
1398,WY,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
1399,WY,TriangleEdgeDeletionModel,RadiusBenchmark,7.0,7.0,7.0
